signature	lineage	gene	direction	meta_logFC	source
lineage_CD8_CTL	CD8_CTL	ETFDH	up	0.406472555884616	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	GNL1	up	0.381773354133127	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	TMEM14A	up	0.332945666671353	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	TBCD	up	0.487633608196875	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	SDHAF1	down	-0.493802551387869	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	MB21D1	up	0.529694643751174	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	PAPOLA	up	0.217623531214377	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	SRP54	up	0.329322719593508	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	HIF1A	up	0.330269964459261	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	C1orf131	down	-0.345524484405065	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	C2orf68	down	-0.461472112532879	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	JAGN1	down	-0.318704592005354	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	MIEF1	down	-0.540593235639763	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	PILRB	down	-0.313253518565292	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	RBM39	up	0.211833895221655	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	CTA-292E10.6	down	-0.528285838421443	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	RHOT1	down	-0.391740872393143	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	EXOG	down	-0.384044326271255	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	RP1-313I6.12	up	0.524850226628409	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	DOK2	up	0.27536590780886	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	DDAH2	up	0.332975876988076	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	IREB2	down	-0.313162607018045	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	GALT	down	-0.289838958491764	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	YME1L1	up	0.288173753788458	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	NPRL3	down	-0.372035964664965	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	ENO1	up	0.235491654628722	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	MED11	down	-0.283072661230372	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	TLE4	up	0.287591118709171	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	DDX3Y	up	0.323152847244266	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	PIK3R1	up	0.298168668711928	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	CYTIP	up	0.237965550918992	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	DDX21	up	0.236297404798115	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	LINC00685	down	-0.344533751401835	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	CIB1	up	0.212542754103703	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	DHRS7B	down	-0.438626199319238	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	PIM2	up	0.351901327390007	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	FAM217B	down	-0.354572027150562	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	CHCHD3	up	0.328334361932508	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	PAF1	up	0.403556298937828	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	POLR2J3	down	-0.25135415650144	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	ZNF226	down	-0.316141415517098	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	FAM102A	up	0.287008563070398	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	CCDC107	up	0.19625137237527	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	HEATR1	down	-0.372859343182736	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	MED31	up	0.295997675357515	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	STX7	down	-0.36636285243614	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	NIFK-AS1	down	-0.373592395571674	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	MAPRE1	up	0.285105345182666	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	KIF5B	up	0.253068352810319	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	NSMCE4A	down	-0.313126998260141	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	TMEM138	down	-0.309090957455224	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	ESCO1	down	-0.270134584842007	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	STMN1	up	0.383021753206313	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	MIEN1	down	-0.217820541586823	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	MDM4	down	-0.267871581493072	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	RPS6KA1	down	-0.306237356911842	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	ZNHIT6	down	-0.322113188685023	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	SYTL1	down	-0.367896128049155	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	MANF	up	0.241792578773743	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	RASA3	down	-0.340744625365646	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	RTN3	up	0.308884632885532	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	SLMO2	up	0.243849834282513	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	SLC35E2B	down	-0.259775353806206	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	PFDN1	down	-0.265907731180796	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	RPL36A	down	-0.313082975255514	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	TMEM109	up	0.272717343333951	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	NOL12	down	-0.283176102341203	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	ZNF33B	down	-0.314250122707448	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	COPA	up	0.258606575759697	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	RINL	down	-0.264890865746871	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	SUN2	down	-0.24845146202714	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	GLTSCR2	down	-0.345553515115422	Gate6b_persistent_stress_excluded
lineage_CD8_CTL	CD8_CTL	YWHAG	up	0.31985792651021	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CCL4L2	up	1.8137462280265	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CCL3L1	up	2.4974596275382	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CSRNP1	up	2.46176368381106	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	RGS2	up	1.72280491769748	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	BTG2	up	1.75220060333123	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CD69	up	1.09775208093046	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	TSC22D2	up	0.93206992927937	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	C1orf63	up	0.519175803000444	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	TNF	up	1.63132378405697	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	GNAS	up	0.570490642132155	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ARL4A	up	0.962124151926665	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CLK1	up	0.474115657584084	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	IRF8	up	0.923615106998293	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	UBC	up	0.572574566248662	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	BIRC3	up	1.21403615650133	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CHMP1B	up	0.7627098921369	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	SKIL	up	1.41639694428172	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	JMJD6	up	1.22283394055162	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ZFP36L2	up	0.649644014034315	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ZFP36	up	1.48953521115132	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	PPP1R10	up	0.679109364211928	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ARHGAP9	up	0.59767891118927	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	SLA	up	0.580842926546071	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	GIMAP4	down	-0.545011234504009	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	NXT1	up	0.829345407716126	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	TUBA4A	up	0.674152089567442	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	SRSF7	up	0.589570064358617	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	H3F3B	up	0.373319794992015	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	METTL15	up	0.651955437094358	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	GIMAP7	down	-0.727347515663523	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	DDIT4	up	0.486694560423977	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	DNAJA1	up	1.09659619332532	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CCL3	up	1.17776092359582	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ZC3HAV1	up	0.477858903742603	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	PIK3R3	up	0.924586889291791	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	AMD1	up	0.5865548608299	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	C12orf44	up	0.666702508375632	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	TMEM2	up	0.889567468219753	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	PLIN2	up	0.642102262403468	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	GIMAP5	down	-0.616590961751625	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	HSPA8	up	0.469252618666442	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ERF	up	0.988325056738932	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	TMEM66	up	0.329118256494686	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ZNF331	up	1.93310483449681	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	DUSP2	up	1.06820802300452	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	STAT3	up	0.595000823135484	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	EHD4	up	0.903251297585113	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	SLC25A45	down	-0.563728855136278	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	AREG	up	1.81993456462898	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CCNL1	up	0.369403141009185	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	SBDS	up	0.435044305932817	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	LAPTM5	up	0.298530927893719	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	NDUFC1	down	-0.503637435896135	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	PTGER4	up	0.600522338443245	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	NDUFB7	down	-0.332056190657464	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	SFPQ	up	0.431507986147989	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	XCL1	up	1.05857394009835	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	IMP3	down	-0.405689728542976	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CD68	up	1.11971960273149	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	NCBP2-AS2	down	-0.593538118879578	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	SRSF3	up	0.295092466495371	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	DYNLL1	up	0.403391959352479	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	GIMAP6	down	-0.541858983460039	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	MORF4L2	up	0.420857140910595	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	GTPBP1	up	0.794205005023772	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	GPR183	up	0.655482446299823	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	TLE3	up	0.767496543429792	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	TOPORS	up	0.504361322655161	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	MPLKIP	down	-0.40710179498616	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	TXNIP	down	-0.573291552447867	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	TSPYL2	up	0.955204349472304	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	HECA	up	0.513683493875491	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ING4	down	-0.523717405332919	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	GADD45A	up	0.67248636099477	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	HNRNPA0	up	0.29940963957785	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	STK4	up	0.314246339019719	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	PLEKHO1	up	0.689876010310045	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	IRF7	up	0.389367050184312	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	SLC3A2	up	0.392092350280919	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	DNAJB6	up	0.34678184877934	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	MYLIP	up	0.40867646106002	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	MBP	down	-0.329007407947603	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	RNF168	up	0.435045429491896	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	MMD	up	0.638391159614508	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	P2RY10	up	0.648362633054842	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	RPL22L1	up	0.286259101818101	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	VCL	down	-0.432637764300698	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	TMBIM1	up	0.441970909539599	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	RILPL2	up	0.406326353593166	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	IDI1	up	0.330327336277261	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ARF4	up	0.406718691289414	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	HSPA5	up	0.356509997836799	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ARMCX3	up	0.458908696048059	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	USP36	up	0.590092935196241	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ISG20	up	0.257339335453572	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	USP11	up	0.42219663009466	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	GRPEL1	up	0.407748423559823	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	PIM3	up	0.97377693136265	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	TNFAIP8L2	down	-0.757042097808522	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	NOP58	up	0.352113152418856	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	LINC00909	down	-0.589545688994655	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	RNF139	up	0.519696780392023	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ZNF75A	down	-0.499701141151758	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CHIC2	up	0.340182744947108	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	NFKB2	up	0.752807291131674	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	YIPF4	down	-0.306494550120635	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	SLC25A5	up	0.312331762238214	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CTA-29F11.1	up	0.445584904851205	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	LBH	up	0.245392073588366	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	NRBF2	up	0.39938876836215	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	TUBB	up	0.340945422232042	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	NAF1	up	0.679940172812222	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	RAP1B	down	-0.22609204633661	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	RP11-442H21.2	up	0.751185302460789	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	BIRC2	up	0.314682110478989	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	TMEM223	down	-0.383068179898614	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CTD-2020K17.1	up	0.499190871069723	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	RP1-313I6.12	up	0.763247742432017	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	DHX36	up	0.272799733876855	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	PPIL2	down	-0.376052815424583	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ANXA1	up	0.257802223683305	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	VMP1	up	0.34691578840954	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	HSD17B7	up	0.355267693704636	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	RP11-539L10.2	down	-0.581271747781147	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CYCS	up	0.255567384026581	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	RSRC2	up	0.258896179170226	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	AASDHPPT	down	-0.475152150439419	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	DNTTIP2	up	0.388517065945592	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	BNIP3L	up	0.345938790861586	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	FAM118A	up	0.520808171719433	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	FAM133B	up	0.26317376623482	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ACTG1	up	0.206849124900383	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	MRPS18C	down	-0.323079119755442	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	OAZ1	up	0.177449506590436	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	EVI2A	up	0.25931031992868	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ISG20L2	up	0.38886193406781	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CYTIP	up	0.227800359368242	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	HSPA9	up	0.332125145698365	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	NHLRC3	down	-0.371430880941686	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	POLR2J3	down	-0.282787776285152	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	RBM39	up	0.235529754703091	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	UBB	up	0.214740372418589	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ASB8	down	-0.389149771876704	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ELF1	up	0.256482852256005	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	GPBP1	up	0.229123987703776	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	DNPH1	up	0.492514645897372	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	PNPLA8	up	0.364056708732829	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	PPCS	down	-0.333059790369149	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	BAZ1A	up	0.296692584502261	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CDKL3	up	0.492244158388162	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	HNRNPUL1	up	0.278499820912932	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	LAIR1	down	-0.335000670044733	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	PPP4R2	up	0.313990948573215	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	RARA	up	0.676718760070513	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	MED11	down	-0.353918950804339	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	C19orf25	down	-0.27751176669659	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	SCNM1	down	-0.322148459966503	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	EAPP	down	-0.303901821656379	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CBR4	down	-0.343592610075018	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	IRF2BPL	up	0.346840095231883	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	RP11-356I2.4	up	0.478387055777599	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	BOLA1	down	-0.505611262740646	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	TMEM70	up	0.327451132630515	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ATP2B1	up	0.321901814055595	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	LYRM2	down	-0.356590717139222	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	EXOG	down	-0.357242725096487	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	PPP1CB	up	0.267799836342888	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	VDAC1	up	0.243430620618261	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	WAC-AS1	down	-0.511367343041994	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ARHGAP30	down	-0.20730966469022	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	PYROXD2	down	-0.557560754199686	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	EIF4H	up	0.26939171746059	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	RABGGTB	up	0.289984966538204	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CTBP2	down	-0.352266011743803	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	WDR45B	up	0.369115811086698	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ZNF302	down	-0.279088107192243	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	RANBP2	up	0.307989805357011	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	TAF1D	up	0.22575336645548	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CDKN2AIP	up	0.351597529166382	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	HNRNPA2B1	up	0.184486815231542	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	DENND2D	down	-0.240731072679805	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	LOH12CR1	up	0.390398278449059	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ZNF606	down	-0.655980239590965	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	BCAS2	up	0.309150227339704	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	SDE2	up	0.538197079603966	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	DDX39A	up	0.270610912478454	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CCDC28B	down	-0.314368411083727	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	METTL12	up	0.410912509831134	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	MAP3K2	up	0.259881238641087	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CKS1B	up	0.452721270599531	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	IFNGR1	up	0.307856373381619	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	RPP25L	down	-0.399313142339315	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ZKSCAN1	down	-0.315518574801822	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	NNT	down	-0.349268654578211	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CTD-2368P22.1	down	-0.377926235046772	Gate6b_persistent_stress_excluded
